FID	place_name	category1	dem_RANGE	dem_MEAN	fac_MEAN	hdis_MIN	hdis_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	vdis_MIN	vdis_MEAN
35556	¤j«nÆW	ÆW	163.00 	34.61 	85.31 	0.00 	348.05 	14.20 	166.06 	0.22 	0.00 	28.54 
35572	¤UÆW	ÆW	149.00 	63.79 	262.32 	0.00 	302.76 	12.87 	148.94 	0.20 	0.00 	39.36 
35584	«nÆWÀY	ÆW	190.00 	41.01 	17.93 	215.41 	839.83 	16.64 	196.16 	0.26 	0.00 	39.99 
35714	«nÆW°ê¦v	ÆW	146.00 	46.57 	35.68 	0.00 	889.11 	6.96 	147.12 	0.11 	0.00 	30.88 
36127	¤ºÆW	ÆW	151.00 	150.63 	355.47 	0.00 	356.39 	8.97 	144.07 	0.14 	0.00 	40.95 
36264	ÆW¾ô	ÆW	112.00 	73.58 	1295.83 	0.00 	389.19 	6.65 	115.24 	0.10 	0.00 	22.05 
36712	ÆW¥C	ÆW	181.00 	185.78 	156.19 	0.00 	371.48 	15.30 	202.73 	0.24 	0.00 	44.23 
37083	ÆW¥C¥J	ÆW	100.00 	36.56 	6165.46 	0.00 	449.71 	5.19 	92.50 	0.08 	0.00 	17.39 
37115	¤û¬DÆWµæ¥«¥J	ÆW	5.00 	6.84 	259.56 	0.00 	233.51 	0.48 	4.23 	0.01 	0.00 	1.20 
37744	ÆW¥J	ÆW	32.00 	26.49 	166.50 	0.00 	280.48 	6.30 	45.74 	0.08 	0.00 	10.12 
37971	»OÆWµó	ÆW	5.00 	0.17 	1.89 	40.00 	331.65 	1.04 	4.96 	0.01 	0.00 	0.17 
38428	¥Ø¥[·ÈÆWªÀ	ÆW	10.00 	15.91 	46.79 	0.00 	440.41 	0.84 	9.84 	0.01 	0.00 	2.53 
38826	ºÖ¸SÆW³¡¸¨	ÆW	379.00 	531.92 	729.26 	0.00 	316.68 	21.61 	459.04 	0.37 	0.00 	97.23 
38912	¬h¾ðÆW	ÆW	109.00 	21.57 	7550.09 	0.00 	236.26 	5.04 	90.68 	0.08 	0.00 	12.81 
38922	ÆW¥Ë	ÆW	96.00 	19.42 	460.46 	0.00 	645.54 	4.72 	86.82 	0.07 	0.00 	15.90 
39028	¥ÛÀYÆW	ÆW	140.00 	79.29 	1242.57 	0.00 	376.98 	7.50 	129.00 	0.12 	0.00 	30.47 
39058	®³¤Ú¥jÆW	ÆW	32.00 	4.38 	34.75 	0.00 	353.92 	2.53 	48.26 	0.03 	0.00 	4.12 
39119	¦N¥jº¿ÆW	ÆW	18.00 	3.27 	214.32 	0.00 	263.74 	1.71 	19.99 	0.02 	0.00 	2.97 
39167	¦N«¦«¦ÆW(Chisyusyuwan)¡B¥d«¦«¦ÆW(Kasyusyuan)	ÆW	473.00 	133.70 	48.18 	0.00 	450.27 	18.33 	573.81 	0.32 	0.00 	88.43 
39170	¹F©T³¡ÆW	ÆW	23.00 	17.79 	161.54 	0.00 	672.40 	1.29 	24.77 	0.02 	0.00 	7.32 
39892	¤jÆW	ÆW	666.00 	595.57 	4501.88 	0.00 	312.61 	28.67 	680.62 	0.50 	0.00 	152.81 
40002	¤Q¤KÆW	ÆW	493.00 	444.06 	4866.26 	0.00 	495.38 	17.85 	427.44 	0.29 	0.00 	141.51 
40036	¤ºÆW¤l	ÆW	115.00 	158.05 	12145.98 	0.00 	239.34 	6.93 	130.28 	0.11 	0.00 	21.30 
40221	¤¤©¥ÆW	ÆW	211.00 	72.67 	12516.67 	0.00 	521.69 	6.67 	200.37 	0.10 	0.00 	29.37 
40222	¤U©¥ÆW	ÆW	211.00 	72.79 	12510.32 	0.00 	521.33 	6.69 	200.63 	0.10 	0.00 	29.46 
40282	©yÆW	ÆW	156.00 	30.65 	180.40 	0.00 	242.77 	11.99 	175.26 	0.18 	0.00 	25.77 
40381	¤K¼dÆW	ÆW	270.00 	289.02 	1548.48 	0.00 	356.02 	15.24 	270.33 	0.25 	0.00 	50.70 
40522	ÆW¨¤	ÆW	142.00 	66.06 	5739.94 	0.00 	222.34 	9.24 	133.88 	0.14 	0.00 	23.31 
40571	«áÆW¥J	ÆW	121.00 	18.72 	20.65 	40.00 	559.38 	7.29 	118.80 	0.11 	0.00 	17.10 
40623	±ÆÆW	ÆW	206.00 	77.72 	150.76 	0.00 	538.92 	10.22 	216.07 	0.16 	0.00 	32.40 
40999	¤j¨FÆW	ÆW	111.00 	16.39 	61.23 	0.00 	316.82 	12.62 	129.19 	0.20 	0.00 	15.92 
41019	ÆW¥J¤º	ÆW	133.00 	27.69 	44.90 	0.00 	433.17 	13.23 	137.80 	0.22 	0.00 	21.06 
41036	¤G¨FÆW	ÆW	124.00 	24.94 	38.04 	0.00 	332.24 	14.31 	125.04 	0.22 	0.00 	25.12 
41040	¤T¨FÆW	ÆW	124.00 	21.80 	15.88 	0.00 	317.08 	13.88 	123.58 	0.22 	0.00 	21.90 
7124	ÆW¼æ¡BÆW¼æ³»	¼æÆW³»	154.00 	126.51 	89.62 	0.00 	359.46 	8.56 	207.82 	0.13 	0.00 	34.99 
16512	ÆW¼æ³»	¼æÆW³»	208.00 	108.92 	4315.31 	0.00 	229.15 	11.73 	200.65 	0.18 	0.00 	25.94 
35716	³»ÆW¼æ	¼æÆW³»	25.00 	177.40 	44.18 	0.00 	560.29 	1.93 	27.32 	0.03 	0.00 	13.18 
36753	ÆW¼æ¡BÆW¼æ³»	¼æÆW³»	154.00 	126.51 	89.62 	0.00 	359.46 	8.56 	207.82 	0.13 	0.00 	34.99 
1828	ÆW¼æ	¼æÆW	518.00 	195.31 	18645.49 	0.00 	278.80 	29.72 	530.70 	0.52 	0.00 	135.86 
3792	ÆW¼æ	¼æÆW	299.00 	240.10 	5151.69 	0.00 	184.07 	21.80 	337.89 	0.37 	0.00 	66.54 
12130	ÆW¼æ	¼æÆW	34.00 	44.12 	64.11 	0.00 	391.82 	1.92 	31.28 	0.03 	0.00 	10.89 
12131	ÆW¼æ¥J	¼æÆW	26.00 	55.50 	29.80 	0.00 	753.43 	1.79 	27.26 	0.02 	0.00 	7.65 
12132	ÆW¼æ¥J	¼æÆW	160.00 	85.06 	1824.25 	0.00 	303.15 	11.17 	242.13 	0.17 	0.00 	29.43 
12133	ÆW¼æ¥J	¼æÆW	258.00 	265.71 	165.36 	0.00 	232.60 	15.98 	246.36 	0.26 	0.00 	51.49 
16484	ÆW¼æ	¼æÆW	159.00 	108.31 	4671.67 	0.00 	229.98 	11.81 	201.04 	0.19 	0.00 	26.32 
16485	ÆW¼æ	¼æÆW	159.00 	108.31 	4671.67 	0.00 	229.98 	11.81 	201.04 	0.19 	0.00 	26.32 
16511	ÆW¼æ§À	¼æÆW	349.00 	293.24 	1685.54 	0.00 	364.04 	16.05 	305.22 	0.27 	0.00 	61.29 
17492	¼æ¥JÆW	¼æÆW	129.00 	21.89 	108.19 	0.00 	322.95 	8.28 	154.20 	0.12 	0.00 	21.52 
24494	ÆW¼æ	¼æÆW	110.00 	95.54 	2294.49 	0.00 	291.53 	10.79 	102.77 	0.17 	0.00 	25.78 
28015	ÆW¼æ	¼æÆW	285.00 	481.11 	411.13 	0.00 	264.75 	22.30 	353.96 	0.36 	0.00 	81.89 
28595	ÆW¼æ	¼æÆW	183.00 	49.58 	20784.47 	0.00 	179.13 	12.48 	197.98 	0.20 	0.00 	31.90 
29593	ÆW¼æ	¼æÆW	29.00 	16.21 	634.72 	0.00 	241.79 	1.29 	38.66 	0.02 	0.00 	5.35 
30379	ÆW¼æ	¼æÆW	29.00 	16.18 	634.21 	0.00 	240.45 	1.30 	38.80 	0.02 	0.00 	5.37 
31447	ÆW¼æ	¼æÆW	173.00 	177.79 	207.45 	0.00 	204.84 	11.19 	188.64 	0.18 	0.00 	31.96 
33998	ÆW¼æ	¼æÆW	43.00 	17.38 	665.96 	0.00 	258.04 	1.56 	46.47 	0.02 	0.00 	6.47 
4351	³»¸ô§Q¼æ	¼æ³»	4.00 	5.71 	766.61 	0.00 	388.20 	0.49 	3.91 	0.01 	0.00 	1.49 
5071	¼æ³»	¼æ³»	16.00 	18.43 	396.55 	0.00 	434.71 	1.27 	15.59 	0.02 	0.00 	5.27 
11467	³»¼æ	¼æ³»	8.00 	12.36 	3161.30 	0.00 	610.10 	0.75 	7.35 	0.01 	0.00 	3.80 
21197	³»¨¤¼æ	¼æ³»	36.00 	220.54 	622.47 	0.00 	373.73 	2.03 	33.40 	0.03 	0.00 	10.40 
24291	³»¼æ	¼æ³»	4.00 	4.25 	51.69 	0.00 	667.81 	0.41 	3.88 	0.00 	0.00 	1.51 
24292	³»¼æ¼d	¼æ³»	4.00 	4.25 	51.69 	0.00 	667.81 	0.41 	3.88 	0.00 	0.00 	1.51 
25815	³»¼æ	¼æ³»	9.00 	5.01 	1004.66 	0.00 	390.35 	0.86 	12.12 	0.01 	0.00 	2.61 
26829	³»¼æ	¼æ³»	9.00 	38.03 	803.84 	0.00 	250.78 	1.01 	11.28 	0.01 	0.00 	1.76 
27013	³»¼æ¥J	¼æ³»	51.00 	16.83 	40.55 	0.00 	545.43 	4.67 	59.78 	0.07 	0.00 	14.43 
27014	³»¼æ¥J	¼æ³»	25.00 	177.55 	44.33 	0.00 	560.99 	1.93 	27.32 	0.03 	0.00 	13.06 
30899	³»¼æ	¼æ³»	4.00 	4.25 	51.69 	0.00 	667.81 	0.41 	3.88 	0.00 	0.00 	1.51 
30900	³»¼æ¼d	¼æ³»	4.00 	4.25 	51.69 	0.00 	667.81 	0.41 	3.88 	0.00 	0.00 	1.51 
38302	¼æ³»	¼æ³»	16.00 	18.43 	396.55 	0.00 	434.71 	1.27 	15.59 	0.02 	0.00 	5.27 
23204	©W¼æ	¼æ©W	118.00 	89.36 	4503.71 	0.00 	182.45 	11.34 	124.51 	0.17 	0.00 	29.47 
9697	¤s­û¼æ¤l	¼æ¤s	133.00 	123.57 	21.75 	0.00 	573.55 	18.95 	142.18 	0.29 	0.00 	42.40 
32855	¤s­û¼æ¥J	¼æ¤s	133.00 	123.57 	21.75 	0.00 	573.55 	18.95 	142.18 	0.29 	0.00 	42.40 
204	¥Û¾À¼æ	¼æ	51.00 	8.25 	19.44 	40.00 	357.08 	3.55 	62.71 	0.05 	0.00 	4.82 
360	¼C¼æ	¼æ	145.00 	13.79 	1474.12 	0.00 	354.12 	5.69 	118.49 	0.09 	0.00 	12.80 
629	¼C¼æ	¼æ	145.00 	20.49 	1364.15 	0.00 	412.08 	7.84 	139.64 	0.12 	0.00 	19.19 
1020	°¨©ú¼æ	¼æ	114.00 	29.18 	580.54 	0.00 	498.76 	7.37 	117.17 	0.12 	0.00 	15.31 
1596	°¨Às¼æ	¼æ	27.00 	74.02 	1342.77 	0.00 	145.74 	1.45 	28.86 	0.02 	0.00 	3.33 
1930	¤T¨¤¼æ	¼æ	11.00 	20.00 	202.63 	0.00 	485.15 	0.91 	9.89 	0.01 	0.00 	3.15 
2081	²Â¼æ	¼æ	70.00 	67.47 	551.73 	0.00 	399.06 	11.54 	78.34 	0.19 	0.00 	11.96 
2083	½¬¼æ	¼æ	94.00 	52.76 	571.47 	0.00 	570.27 	7.82 	83.41 	0.12 	0.00 	17.69 
2274	¤Á¨ß¼æ	¼æ	282.00 	276.88 	4778.95 	0.00 	239.65 	10.85 	294.72 	0.18 	0.00 	43.11 
2593	¤ì¥Ê¼æ	¼æ	242.00 	227.53 	5563.56 	0.00 	389.38 	9.19 	244.36 	0.15 	0.00 	39.90 
2919	¤j¤T¨¤¼æ	¼æ	9.00 	22.40 	115.43 	0.00 	595.22 	0.82 	10.05 	0.01 	0.00 	3.60 
3032	¼æ¥Jây	¼æ	10.00 	12.25 	112.64 	0.00 	403.02 	0.96 	9.93 	0.01 	0.00 	3.97 
3184	®g§K¼æ	¼æ	393.00 	392.39 	2465.23 	0.00 	297.14 	27.57 	428.50 	0.47 	0.00 	123.99 
3302	Âù³s¼æ	¼æ	4.00 	2.52 	17.10 	40.00 	684.54 	0.64 	4.16 	0.01 	0.00 	0.77 
3304	¤j¼æ	¼æ	5.00 	15.87 	38.60 	0.00 	622.48 	0.43 	5.34 	0.01 	0.00 	1.43 
3305	¤j¼æ	¼æ	8.00 	14.45 	1374.27 	0.00 	440.45 	0.64 	7.70 	0.01 	0.00 	1.14 
3308	ÉÜ¨{¼æ	¼æ	8.00 	14.30 	1471.41 	0.00 	396.48 	0.67 	8.92 	0.01 	0.00 	1.29 
3372	¶ê¼æ¥J	¼æ	5.00 	2.29 	17.76 	40.00 	865.30 	0.64 	5.27 	0.01 	0.00 	1.62 
3482	¯B¼æ	¼æ	4.00 	21.96 	211.83 	0.00 	317.34 	0.46 	5.36 	0.01 	0.00 	1.60 
3636	¿i¾À¼æ	¼æ	449.00 	302.36 	2603.70 	0.00 	248.58 	23.61 	398.59 	0.40 	0.00 	93.37 
3645	¯Q¼Lªø¼æ	¼æ	310.00 	399.47 	1252.99 	0.00 	231.05 	26.06 	335.53 	0.45 	0.00 	95.26 
3703	¼æ©³²ø	¼æ	20.00 	8.78 	5388.60 	0.00 	406.67 	1.40 	44.79 	0.02 	0.00 	4.01 
3707	¼æ©³	¼æ	206.00 	19.96 	39.69 	0.00 	532.94 	5.32 	140.52 	0.08 	0.00 	13.10 
3708	¼æ©³«@	¼æ	213.00 	27.01 	31.93 	0.00 	553.44 	7.06 	156.61 	0.11 	0.00 	19.48 
3733	¼æ©³¸]	¼æ	213.00 	23.21 	39.39 	0.00 	548.85 	6.17 	153.27 	0.10 	0.00 	15.87 
3800	ª½¼æ	¼æ	321.00 	261.30 	3878.28 	0.00 	202.30 	22.27 	360.13 	0.38 	0.00 	62.63 
3987	Às¼æ«@	¼æ	25.00 	229.59 	142.29 	0.00 	332.30 	1.21 	33.19 	0.02 	0.00 	5.34 
4308	ª½¼æ	¼æ	223.00 	64.74 	13779.18 	0.00 	277.61 	12.42 	245.52 	0.20 	0.00 	39.55 
4314	¤pºÑ¼æ	¼æ	24.00 	13.44 	11067.77 	0.00 	296.90 	1.90 	61.65 	0.03 	0.00 	7.27 
4607	Âù³s¼æ	¼æ	207.00 	482.15 	13555.55 	0.00 	293.27 	8.60 	222.40 	0.13 	0.00 	54.09 
4670	Às¼æ°ô	¼æ	175.00 	93.88 	18.39 	0.00 	798.78 	16.95 	159.77 	0.26 	0.00 	54.01 
5069	«áÔ³¼æ	¼æ	13.00 	6.56 	184.87 	0.00 	338.71 	0.82 	10.96 	0.01 	0.00 	2.78 
5090	¼æ©³	¼æ	71.00 	36.09 	19.24 	40.00 	737.37 	4.36 	68.94 	0.06 	0.00 	14.78 
5100	¤j¼æ	¼æ	25.00 	20.06 	7610.92 	0.00 	414.39 	1.60 	24.17 	0.02 	0.00 	3.10 
5158	¦èÂí¡B¦è¶Õ¼æ	¼æ	8.00 	14.13 	5102.68 	0.00 	253.31 	0.85 	8.86 	0.01 	0.00 	1.63 
5171	³H´ß¼æ	¼æ	83.00 	27.32 	11750.68 	0.00 	171.12 	5.59 	70.77 	0.08 	0.00 	10.67 
5751	¼æ¥J©³	¼æ	71.00 	66.01 	98.09 	0.00 	360.53 	5.50 	73.88 	0.08 	0.00 	12.34 
5824	Äõ¼æDC	¼æ	89.00 	62.26 	41.19 	0.00 	725.88 	6.60 	87.59 	0.09 	0.00 	19.50 
5861	Äõ¼æªá«°	¼æ	108.00 	110.87 	19.01 	572.71 	1193.15 	10.31 	122.02 	0.15 	0.00 	40.59 
7090	¨ô¤D¼æ	¼æ	10.00 	39.67 	348.44 	0.00 	231.67 	1.10 	11.84 	0.01 	0.00 	2.15 
7091	¤W¼æ	¼æ	11.00 	40.01 	340.38 	0.00 	233.92 	1.15 	12.43 	0.01 	0.00 	2.19 
7092	¤¤¼æ	¼æ	9.00 	39.18 	1038.85 	0.00 	195.44 	1.10 	9.75 	0.01 	0.00 	1.75 
7094	¨ô¤D¼æ	¼æ	10.00 	39.67 	348.44 	0.00 	231.67 	1.10 	11.84 	0.01 	0.00 	2.15 
7095	Às¼æ	¼æ	7.00 	38.50 	1364.04 	0.00 	228.03 	1.05 	8.66 	0.01 	0.00 	1.65 
7131	¯ó¼æ	¼æ	49.00 	80.49 	7862.16 	0.00 	234.00 	2.80 	95.44 	0.04 	0.00 	3.99 
7357	¤g¦a¤½¼æ¥J	¼æ	97.00 	98.93 	3281.81 	0.00 	222.70 	7.51 	107.91 	0.11 	0.00 	22.25 
7902	¶ê¼æ	¼æ	151.00 	146.04 	1574.46 	0.00 	316.50 	7.30 	170.44 	0.12 	0.00 	25.16 
8076	¤j¼æ	¼æ	14.00 	12.60 	3140.48 	0.00 	496.98 	1.16 	11.61 	0.01 	0.00 	4.34 
8312	¤j¼æ	¼æ	14.00 	44.39 	51.64 	0.00 	511.89 	1.56 	15.93 	0.02 	0.00 	5.61 
8481	¤p¤T¨¤¼æ	¼æ	11.00 	20.05 	202.49 	0.00 	487.77 	0.91 	9.91 	0.01 	0.00 	3.17 
8618	¼æ©³	¼æ	9.00 	14.04 	27.70 	0.00 	781.90 	0.39 	11.53 	0.01 	0.00 	2.30 
9110	¬h¼ð¼æ	¼æ	378.00 	265.60 	7309.09 	0.00 	430.84 	24.96 	438.46 	0.43 	0.00 	119.33 
9315	¤T¸]¼æ	¼æ	253.00 	269.30 	729.54 	0.00 	242.10 	22.20 	277.89 	0.36 	0.00 	79.46 
9324	¤TÅ|¼æ	¼æ	244.00 	245.43 	672.74 	0.00 	189.39 	19.34 	264.48 	0.31 	0.00 	56.64 
9511	¤g¦a¤½¼æ	¼æ	345.00 	283.54 	244.21 	0.00 	620.15 	22.04 	307.70 	0.35 	0.00 	76.57 
9673	¤û³m¼æ	¼æ	92.00 	29.08 	274.95 	0.00 	304.98 	10.27 	98.60 	0.15 	0.00 	26.74 
9753	¥Û¨¤¼æ	¼æ	105.00 	46.82 	4588.74 	0.00 	179.20 	7.92 	101.03 	0.12 	0.00 	18.22 
9800	¤j¼æ¥J	¼æ	336.00 	420.90 	65.01 	0.00 	397.06 	25.17 	345.64 	0.42 	0.00 	101.92 
9801	¤j¼æ©³	¼æ	3.00 	6.27 	45.59 	0.00 	686.57 	0.42 	4.33 	0.01 	0.00 	1.35 
9864	¤ë¬Ü¼æ	¼æ	6.00 	15.77 	51.51 	0.00 	455.13 	0.51 	8.14 	0.01 	0.00 	2.14 
9865	¤ë¬Ü¼æ	¼æ	7.00 	15.81 	49.04 	0.00 	462.40 	0.51 	8.22 	0.01 	0.00 	2.13 
10388	¦³À³¤½¼æ	¼æ	320.00 	299.46 	365.21 	0.00 	306.71 	21.88 	333.68 	0.36 	0.00 	81.52 
10693	¦è¶Õ¼æ	¼æ	249.00 	325.84 	107.14 	0.00 	352.63 	19.81 	302.08 	0.32 	0.00 	63.18 
10797	ªø¼æ	¼æ	233.00 	59.19 	1508.17 	0.00 	320.79 	15.86 	236.13 	0.25 	0.00 	47.90 
10838	§¨ºÚ¼æ	¼æ	76.00 	157.23 	434.54 	0.00 	274.80 	4.28 	77.61 	0.06 	0.00 	17.72 
10917	¬_Ýñ¼æ	¼æ	345.00 	199.31 	180.68 	0.00 	323.01 	21.19 	333.54 	0.34 	0.00 	89.60 
10933	­R¥J¼æ	¼æ	421.00 	131.59 	1338.37 	0.00 	335.25 	19.02 	356.81 	0.31 	0.00 	80.16 
11135	­JÀn¼æ	¼æ	119.00 	85.80 	71.41 	0.00 	438.92 	15.88 	117.18 	0.25 	0.00 	38.75 
11415	¯MÄl®°¼æ	¼æ	265.00 	296.49 	305.15 	0.00 	224.13 	20.77 	315.15 	0.35 	0.00 	62.57 
11904	´x¼æ	¼æ	3.00 	2.25 	79.87 	0.00 	460.06 	0.53 	3.63 	0.01 	0.00 	1.96 
12073	½¿½»¼æ	¼æ	386.00 	287.31 	139.50 	0.00 	252.82 	22.92 	412.30 	0.37 	0.00 	90.77 
12074	½¿½»¼æ	¼æ	386.00 	287.31 	139.50 	0.00 	252.82 	22.92 	412.30 	0.37 	0.00 	90.77 
12216	¼æ¥J¤º	¼æ	204.00 	51.28 	393.87 	0.00 	265.64 	8.28 	207.15 	0.13 	0.00 	33.55 
12257	Äª¦Ë¼æ	¼æ	9.00 	11.66 	7855.88 	0.00 	271.78 	0.93 	8.01 	0.01 	0.00 	2.76 
12271	¿»¥J¼æ	¼æ	27.00 	34.25 	2571.34 	0.00 	300.33 	1.80 	37.20 	0.02 	0.00 	6.12 
12286	Àsµë¼æ	¼æ	4.00 	4.87 	237.86 	0.00 	334.13 	0.39 	3.62 	0.01 	0.00 	0.62 
12342	¼æÀY	¼æ	85.00 	49.05 	1305.89 	0.00 	279.03 	5.67 	81.45 	0.09 	0.00 	12.34 
12379	¼æ©³	¼æ	18.00 	29.61 	927.14 	0.00 	247.38 	1.77 	15.60 	0.02 	0.00 	3.36 
12462	Àd¾m¼æ	¼æ	254.00 	114.58 	826.44 	0.00 	329.68 	20.09 	266.98 	0.33 	0.00 	69.18 
12466	ÀsÀV¼æ	¼æ	101.00 	37.06 	8278.32 	0.00 	171.13 	4.89 	84.28 	0.07 	0.00 	11.37 
12495	Â|¥J¼æ	¼æ	241.00 	244.98 	521.30 	0.00 	190.88 	17.75 	266.28 	0.29 	0.00 	42.28 
12496	Â|¼æ	¼æ	307.00 	270.99 	224.71 	0.00 	272.90 	19.28 	316.62 	0.31 	0.00 	57.38 
12504	Âù³s¼æ	¼æ	262.00 	335.63 	200.90 	0.00 	382.90 	13.62 	256.56 	0.21 	0.00 	58.91 
12962	¥Û¼æ	¼æ	18.00 	7.08 	14.80 	40.00 	680.78 	1.07 	16.04 	0.01 	0.00 	4.54 
12979	¦Ò¼æ¼d	¼æ	6.00 	12.35 	90.03 	0.00 	430.95 	0.55 	12.19 	0.01 	0.00 	1.25 
13138	¦Ò¼æ¤l	¼æ	110.00 	97.30 	37.17 	0.00 	736.49 	16.96 	106.91 	0.27 	0.00 	39.53 
13261	¤º¼æ¤l	¼æ	323.00 	246.70 	12.67 	215.41 	1020.88 	20.31 	317.58 	0.32 	3.00 	160.59 
13275	¤½­í¼æ¥J	¼æ	7.00 	14.81 	878.83 	0.00 	571.74 	0.56 	6.87 	0.01 	0.00 	1.27 
13413	¤ý¤½¼æ	¼æ	254.00 	226.62 	795.51 	0.00 	287.70 	16.26 	257.41 	0.26 	0.00 	64.36 
13447	¥~·à¼æ	¼æ	459.00 	409.98 	101.01 	0.00 	382.26 	26.27 	465.77 	0.44 	0.00 	126.33 
13686	¥Ò¬¢¼æ	¼æ	28.00 	31.92 	35.37 	0.00 	552.90 	1.36 	38.65 	0.02 	0.00 	12.19 
13918	«C¼æ	¼æ	342.00 	587.30 	130.76 	0.00 	216.60 	15.96 	372.78 	0.26 	0.00 	64.96 
13919	«C¼æ·s§ø	¼æ	208.00 	98.42 	3632.69 	0.00 	369.96 	19.72 	263.49 	0.32 	0.00 	69.95 
14033	ªZ¤B¼æ	¼æ	12.00 	8.61 	3905.75 	0.00 	461.36 	0.89 	12.18 	0.01 	0.00 	3.83 
14480	¦è¶Õ¼æ	¼æ	8.00 	14.18 	4999.87 	0.00 	249.71 	0.85 	8.86 	0.01 	0.00 	1.62 
14761	¥ÛÀY¼æ¥J	¼æ	7.00 	14.76 	1049.34 	0.00 	516.24 	0.57 	7.09 	0.01 	0.00 	1.07 
14768	¥ÛÁ³¼æ	¼æ	290.00 	764.80 	18.22 	0.00 	1005.70 	16.16 	260.08 	0.26 	0.00 	70.45 
14816	¤j¼æ	¼æ	6.00 	1.55 	8.44 	40.00 	769.43 	1.06 	5.50 	0.01 	0.00 	1.54 
14817	¤j¼æ©¥	¼æ	348.00 	596.49 	510.45 	0.00 	256.23 	21.88 	354.18 	0.35 	0.00 	90.48 
14818	¤j¼æªÀ°Ï	¼æ	6.00 	1.62 	9.25 	40.00 	784.56 	1.05 	5.53 	0.01 	0.00 	1.58 
15195	³À¥À¼æ¤l	¼æ	379.00 	265.25 	166.19 	0.00 	279.74 	23.94 	441.82 	0.40 	0.00 	101.67 
15373	¥Ò¬¢¼æ	¼æ	31.00 	48.96 	262.15 	0.00 	260.03 	1.20 	30.76 	0.02 	0.00 	7.81 
15452	¤jÔ³ÀY¼æ	¼æ	345.00 	199.31 	180.68 	0.00 	323.01 	21.19 	333.54 	0.34 	0.00 	89.60 
15649	¯ó³½¼æ	¼æ	319.00 	352.90 	7988.13 	0.00 	338.13 	19.95 	373.21 	0.32 	0.00 	99.44 
15689	¬Ý¤û¼æ	¼æ	179.00 	79.77 	12740.27 	0.00 	383.08 	13.82 	182.07 	0.22 	0.00 	34.86 
15828	¥Û¾À¼æ	¼æ	465.00 	502.14 	1023.10 	0.00 	561.78 	25.66 	444.04 	0.46 	0.00 	130.18 
16608	Äõ¼æªF¬v§O¹Ö	¼æ	110.00 	104.90 	20.42 	480.00 	1142.45 	7.96 	115.69 	0.11 	0.00 	35.54 
16645	Âù½¬¼æ	¼æ	285.00 	204.50 	335.09 	0.00 	261.78 	20.16 	290.89 	0.32 	0.00 	79.43 
16722	ÂÂªZ¼æ	¼æ	556.00 	390.72 	16.23 	80.00 	676.37 	25.78 	514.38 	0.41 	0.00 	237.03 
16723	ÂÂªZ¼æ³¡¸¨	¼æ	699.00 	519.69 	29.95 	0.00 	729.42 	27.26 	650.28 	0.45 	0.00 	212.69 
16744	ÂÂ¶ê¼æ	¼æ	150.00 	72.65 	816.65 	0.00 	261.82 	5.04 	133.38 	0.07 	0.00 	13.88 
16832	Á³¼æªÀ°Ï	¼æ	16.00 	34.56 	5530.06 	0.00 	248.25 	0.97 	13.59 	0.01 	0.00 	4.23 
16890	Às¼æ	¼æ	123.00 	72.65 	530.42 	0.00 	355.77 	10.73 	132.03 	0.16 	0.00 	14.58 
16891	Às¼æ	¼æ	8.00 	9.20 	137.32 	0.00 	418.06 	0.80 	9.11 	0.01 	0.00 	1.12 
16893	Às¼æ¦Ê¦~¤jÂí	¼æ	37.00 	225.60 	123.37 	0.00 	552.07 	1.84 	40.21 	0.03 	0.00 	13.88 
16894	Às¼æªá¶é°ê¦v	¼æ	14.00 	228.65 	88.70 	0.00 	399.61 	1.09 	17.76 	0.01 	0.00 	7.30 
16895	Às¼æ·s§ø	¼æ	15.00 	237.86 	36.43 	0.00 	470.66 	0.77 	31.72 	0.01 	0.00 	4.79 
16983	Àn¼æ	¼æ	289.00 	372.29 	56.74 	0.00 	367.56 	27.34 	286.46 	0.47 	0.00 	81.51 
16984	Àn¼æ	¼æ	289.00 	372.29 	56.74 	0.00 	367.56 	27.34 	286.46 	0.47 	0.00 	81.51 
17060	Às¼æ	¼æ	80.00 	15.56 	80.17 	0.00 	280.96 	1.95 	70.06 	0.03 	0.00 	7.22 
17061	Às¼æ	¼æ	23.00 	57.53 	147.40 	0.00 	177.01 	0.90 	30.21 	0.01 	0.00 	3.87 
17062	Às¼æ	¼æ	80.00 	290.51 	40.53 	0.00 	762.47 	3.76 	72.21 	0.05 	0.00 	34.62 
17338	¿cªÛ¼æ	¼æ	189.00 	129.92 	7441.50 	0.00 	248.31 	13.99 	202.74 	0.23 	0.00 	42.57 
17486	¼æ¤l	¼æ	31.00 	167.23 	31.48 	0.00 	462.74 	1.91 	28.02 	0.03 	0.00 	16.27 
17487	¼æ¤l¤j²Ä	¼æ	28.00 	166.05 	82.95 	0.00 	298.45 	1.48 	26.63 	0.02 	0.00 	8.14 
17488	¼æ¤l¤º	¼æ	7.00 	4.58 	161.09 	0.00 	294.78 	0.50 	6.82 	0.01 	0.00 	1.90 
17489	¼æ¤º	¼æ	58.00 	35.59 	74.60 	0.00 	332.14 	6.41 	66.51 	0.10 	0.00 	11.96 
17490	¼æ¤º	¼æ	9.00 	7.84 	224.11 	0.00 	416.26 	0.45 	9.17 	0.01 	0.00 	0.84 
